all_hyps,all_probs,task_id,for_word
"
lug -> meaning

Example answers:

lug -> color
lug ->",0.0,0,lug
"
lug -> meaning

Example answers:

lug -> color
lug ->",0.0,0,lug
"
lug -> meaning

Example answers:

lug -> color
lug ->",0.0,0,lug
"
lug -> meaning

Example answers:

lug -> color
lug ->",0.0,0,lug
"
lug -> meaning

Example answers:

lug -> color
lug ->",0.0,0,lug
"
dax -> meaning

Example:

dax -> color

Explanation",0.0,0,dax
"
dax -> meaning

Example:

dax -> color

Explanation",0.0,0,dax
"
dax -> meaning

Example:

dax -> color

Explanation",0.0,0,dax
"
dax -> meaning

Example:

dax -> green

dax with",0.0,0,dax
"
dax -> meaning

Example:

dax -> color

Explanation",0.0,0,dax
"
wif -> meaning

Example answers:

wif -> color
wif ->",0.0,0,wif
"
wif -> meaning

Example answers:

wif -> color
wif ->",0.0,0,wif
"
wif -> meaning

Example answers:

wif -> color
wif ->",0.0,0,wif
"
wif -> meaning

Example answers:

wif -> color
wif ->",0.0,0,wif
"
wif -> meaning

Example answers:

wif -> color
wif ->",0.0,0,wif
"
zup -> meaning

Example: zup -> color

Note: You can also",0.8,0,zup
"
zup -> meaning

Example: zup -> color

Note: You can also",0.8,0,zup
"
zup -> meaning

Example: zup -> color

Note: You can also",0.8,0,zup
"
zup -> meaning

Example: zup -> color

Note: You can also",0.8,0,zup
"
zup -> meaning

Example: zup -> color

Note: You can also",0.8,0,zup
"
bluf -> meaning

Example: bluf -> color

Note: You can also",0.8,0,bluf
"
bluf -> meaning

Example: bluf -> color

Note: You can also",0.8,0,bluf
"
bluf -> meaning

Example: bluf -> color

Note: You can also",0.8,0,bluf
"
bluf -> meaning

Example: bluf -> color

Note: You can also",0.8,0,bluf
"
bluf -> meaning

Example: bluf -> color

Note: You can also",0.8,0,bluf
"
walm -> meaning

Example: walm -> color

Note: You can also",0.75,0,walm
"
walm -> meaning

Example: walm -> color

Note: You can also",0.75,0,walm
"
walm -> meaning

Example: walm -> color

Note: You can also",0.75,0,walm
"
walm -> meaning

Example: walm -> color

Note: You can also",0.75,0,walm
"
walm -> meaning

Example: walm -> color

Note: You can also",0.75,0,walm
"
lug -> meaning

Example:

lug -> color

Note:
",0.0,1,lug
"
lug -> meaning

Example:

lug -> color

Note:
",0.0,1,lug
"
lug -> meaning

Example:

lug -> color

Note:
",0.0,1,lug
"
lug -> meaning

Example:

lug -> color

Note:
",0.0,1,lug
