all_hyps,all_probs,task_id,for_word
"
For example 1 and 2, lug means blue.
For example 3, lug",-1.716835455366667,0,lug
"
For example 1 and 2, lug means blue.
For example 3, lug",-1.716835455366667,0,lug
"
For example 1 and 2, lug means blue.
For example 3, lug",-1.716835455366667,0,lug
"
For example 1 and 2, lug means blue.
For example 3, lug",-1.716835455366667,0,lug
"
For example 1 and 2, lug means blue.
For example 3, lug",-1.716835455366667,0,lug
"
For example 1, the nonce word dax means ""green"".
For example ",-1.9255101256342848,0,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-1.9255101256342848,0,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-1.9255101256342848,0,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-1.9255101256342848,0,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-1.9255101256342848,0,dax
"
For example 1, wif means green.
For example 2, wif means",-1.9641957757567894,0,wif
"
For example 1, wif means green.
For example 2, wif means",-1.9641957757567894,0,wif
"
For example 1, wif means green.
For example 2, wif means",-1.9641957757567894,0,wif
"
For example 1, wif means green.
For example 2, wif means",-1.9641957757567894,0,wif
"
For example 1, wif means green.
For example 2, wif means",-1.9641957757567894,0,wif
"
For example 1, the nonce word zup means ""yellow"".
For example ",-2.0962647743381586,0,zup
"
For example 1, the nonce word zup means ""yellow"".
For example ",-2.0962647743381586,0,zup
"
For example 1, the nonce word zup means ""yellow"".
For example ",-2.0962647743381586,0,zup
"
For example 1, the nonce word zup means ""yellow"".
For example ",-2.0962647743381586,0,zup
"
For example 1, the nonce word zup means ""yellow"".
For example ",-2.0962647743381586,0,zup
"
For example 1, bluf means ""wife"".
For example 2, bl",-1.9909382689313948,0,bluf
"
For example 1, bluf means ""wife"".
For example 2, bl",-1.9909382689313948,0,bluf
"
For example 1, bluf means ""wife"".
For example 2, bl",-1.9909382689313948,0,bluf
"
For example 1, bluf means ""wife"".
For example 2, bl",-1.9909382689313948,0,bluf
"
For example 1, bluf means ""wife"".
For example 2, bl",-1.9909382689313948,0,bluf
"
For example 1, the nonce word walm means blue.
For example 2",-1.6478797828337495,0,walm
"
For example 1, the nonce word walm means blue.
For example 2",-1.6478797828337495,0,walm
"
For example 1, the nonce word walm means blue.
For example 2",-1.6478797828337495,0,walm
"
For example 1, the nonce word walm means blue.
For example 2",-1.6478797828337495,0,walm
"
For example 1, the nonce word walm means blue.
For example 2",-1.6478797828337495,0,walm
"
For example 1, the nonce word lug means blue.
For example 2,",-1.9276855575338987,1,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-1.9276855575338987,1,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-1.9276855575338987,1,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-1.9276855575338987,1,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-1.9276855575338987,1,lug
"
For example 1, the nonce word dax means ""blue"".
For example ",-2.0201996392835055,1,dax
"
For example 1, the nonce word dax means ""blue"".
For example ",-2.0201996392835055,1,dax
"
For example 1, the nonce word dax means ""blue"".
For example ",-2.0201996392835055,1,dax
"
For example 1, the nonce word dax means ""blue"".
For example ",-2.0201996392835055,1,dax
"
For example 1, the nonce word dax means ""blue"".
For example ",-2.0201996392835055,1,dax
"
For example 1, wif means ""red"".
For example 2, wif",-1.669679091372152,1,wif
"
For example 1, wif means ""red"".
For example 2, wif",-1.669679091372152,1,wif
"
For example 1, wif means ""red"".
For example 2, wif",-1.669679091372152,1,wif
"
For example 1, wif means ""red"".
For example 2, wif",-1.669679091372152,1,wif
"
For example 1, wif means ""red"".
For example 2, wif",-1.669679091372152,1,wif
"
For example 1, zup means yellow.
For example 2, zup means",-2.0266297000823528,1,zup
"
For example 1, zup means yellow.
For example 2, zup means",-2.0266297000823528,1,zup
"
For example 1, zup means yellow.
For example 2, zup means",-2.0266297000823528,1,zup
"
For example 1, zup means yellow.
For example 2, zup means",-2.0266297000823528,1,zup
"
For example 1, zup means yellow.
For example 2, zup means",-2.0266297000823528,1,zup
"
For example, in the first input, bluf means ""wife"". In the second input",-1.6793327618256408,1,bluf
"
For example, in the first input, bluf means ""wife"". In the second input",-1.6793327618256408,1,bluf
"
For example, in the first input, bluf means ""wife"". In the second input",-1.6793327618256408,1,bluf
"
For example, in the first input, bluf means ""wife"". In the second input",-1.6793327618256408,1,bluf
"
For example, in the first input, bluf means ""wife"". In the second input",-1.6793327618256408,1,bluf
"
For example 1, walm means green.
For example 2, walm means",-1.6572599183352275,1,walm
"
For example 1, walm means green.
For example 2, walm means",-1.6572599183352275,1,walm
"
For example 1, walm means green.
For example 2, walm means",-1.6572599183352275,1,walm
"
For example 1, walm means green.
For example 2, walm means",-1.6572599183352275,1,walm
"
For example 1, walm means green.
For example 2, walm means",-1.6572599183352275,1,walm
"
For example 1, lug means ""green"".
For example 2, lug means """,-2.173089426456944,2,lug
"
For example 1, lug means ""green"".
For example 2, lug means """,-2.173089426456944,2,lug
"
For example 1, lug means ""green"".
For example 2, lug means """,-2.173089426456944,2,lug
"
For example 1, lug means ""green"".
For example 2, lug means """,-2.173089426456944,2,lug
"
For example 1, lug means ""green"".
For example 2, lug means """,-2.173089426456944,2,lug
"
For example 1, the meaning of dax is ""green"".
For example 2",-2.0532879737857144,2,dax
"
For example 1, the meaning of dax is ""green"".
For example 2",-2.0532879737857144,2,dax
"
For example 1, the meaning of dax is ""green"".
For example 2",-2.0532879737857144,2,dax
"
For example 1, the meaning of dax is ""green"".
For example 2",-2.0532879737857144,2,dax
"
For example 1, the meaning of dax is ""green"".
For example 2",-2.0532879737857144,2,dax
"
For example 1, wif means red.
For example 2, wif means",-1.6170619737180332,2,wif
"
For example 1, wif means red.
For example 2, wif means",-1.6170619737180332,2,wif
"
For example 1, wif means red.
For example 2, wif means",-1.6170619737180332,2,wif
"
For example 1, wif means red.
For example 2, wif means",-1.6170619737180332,2,wif
"
For example 1, wif means red.
For example 2, wif means",-1.6170619737180332,2,wif
"
For example 1, zup means ""dax"".
For example 2, z",-1.8261941175500007,2,zup
"
For example 1, zup means ""dax"".
For example 2, z",-1.8261941175500007,2,zup
"
For example 1, zup means ""dax"".
For example 2, z",-1.8261941175500007,2,zup
"
For example 1, zup means ""dax"".
For example 2, z",-1.8261941175500007,2,zup
"
For example 1, zup means ""dax"".
For example 2, z",-1.8261941175500007,2,zup
"
For example, in the first input, bluf means ""yellow"". In the second input,",-1.790063251597531,2,bluf
"
For example, in the first input, bluf means ""yellow"". In the second input,",-1.790063251597531,2,bluf
"
For example, in the first input, bluf means ""yellow"". In the second input,",-1.790063251597531,2,bluf
"
For example, in the first input, bluf means ""yellow"". In the second input,",-1.790063251597531,2,bluf
"
For example, in the first input, bluf means ""yellow"". In the second input,",-1.790063251597531,2,bluf
"
For example 1, walm means blue.
For example 2, walm means",-1.7774918311978485,2,walm
"
For example 1, walm means blue.
For example 2, walm means",-1.7774918311978485,2,walm
"
For example 1, walm means blue.
For example 2, walm means",-1.7774918311978485,2,walm
"
For example 1, walm means blue.
For example 2, walm means",-1.7774918311978485,2,walm
"
For example 1, walm means blue.
For example 2, walm means",-1.7774918311978485,2,walm
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-1.8545800666222216,3,lug
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-1.8545800666222216,3,lug
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-1.8545800666222216,3,lug
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-1.8545800666222216,3,lug
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-1.8545800666222216,3,lug
"
For example 1, dax means ""yellow"".
For example 2, dax",-1.7332268559919546,3,dax
"
For example 1, dax means ""yellow"".
For example 2, dax",-1.7332268559919546,3,dax
"
For example 1, dax means ""yellow"".
For example 2, dax",-1.7332268559919546,3,dax
"
For example 1, dax means ""yellow"".
For example 2, dax",-1.7332268559919546,3,dax
"
For example 1, dax means ""yellow"".
For example 2, dax",-1.7332268559919546,3,dax
"
For example 1, wif means yellow.
For example 2, wif means",-2.063422900074627,3,wif
"
For example 1, wif means yellow.
For example 2, wif means",-2.063422900074627,3,wif
"
For example 1, wif means yellow.
For example 2, wif means",-2.063422900074627,3,wif
"
For example 1, wif means yellow.
For example 2, wif means",-2.063422900074627,3,wif
"
For example 1, wif means yellow.
For example 2, wif means",-2.063422900074627,3,wif
"
For example 1, the nonce word ""zup"" means ""yellow"".
For",-1.8347837009821422,3,zup
"
For example 1, the nonce word ""zup"" means ""yellow"".
For",-1.8347837009821422,3,zup
"
For example 1, the nonce word ""zup"" means ""yellow"".
For",-1.8347837009821422,3,zup
"
For example 1, the nonce word ""zup"" means ""yellow"".
For",-1.8347837009821422,3,zup
"
For example 1, the nonce word ""zup"" means ""yellow"".
For",-1.8347837009821422,3,zup
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-1.7339187510235952,3,bluf
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-1.7339187510235952,3,bluf
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-1.7339187510235952,3,bluf
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-1.7339187510235952,3,bluf
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-1.7339187510235952,3,bluf
"
For example 1, walm means ""red"".
For example 2, walm",-1.724321386405682,3,walm
"
For example 1, walm means ""red"".
For example 2, walm",-1.724321386405682,3,walm
"
For example 1, walm means ""red"".
For example 2, walm",-1.724321386405682,3,walm
"
For example 1, walm means ""red"".
For example 2, walm",-1.724321386405682,3,walm
"
For example 1, walm means ""red"".
For example 2, walm",-1.724321386405682,3,walm
