all_hyps,all_probs,task_id,for_word
"
For example 1, lug means blue.
For example 2, lug means yellow.",-1.8494374685647894,0,lug
"
For example 1, lug means blue.
For example 2, lug means yellow.",-1.8494374685647894,0,lug
"
For example 1, lug means blue.
For example 2, lug means yellow.",-1.8494374685647894,0,lug
"
For example 1, lug means blue.
For example 2, lug means yellow.",-1.8494374685647894,0,lug
"
For example 1, lug means blue.
For example 2, lug means yellow.",-1.8494374685647894,0,lug
"
For example 1, dax means ""green"".
For example 2, dax",-1.7729190671794872,0,dax
"
For example 1, dax means ""green"".
For example 2, dax",-1.7729190671794872,0,dax
"
For example 1, dax means ""green"".
For example 2, dax",-1.7729190671794872,0,dax
"
For example 1, dax means ""green"".
For example 2, dax",-1.7729190671794872,0,dax
"
For example 1, dax means ""green"".
For example 2, dax",-1.7729190671794872,0,dax
"
For example 1, wif means ""red"".
For example 2, wif",-1.766277367782609,0,wif
"
For example 1, wif means ""red"".
For example 2, wif",-1.766277367782609,0,wif
"
For example 1, wif means ""red"".
For example 2, wif",-1.766277367782609,0,wif
"
For example 1, wif means ""red"".
For example 2, wif",-1.766277367782609,0,wif
"
For example 1, wif means ""red"".
For example 2, wif",-1.766277367782609,0,wif
"
For example 1, the nonce word zup means ""red yellow"".
For example",-1.705919354092307,0,zup
"
For example 1, the nonce word zup means ""red yellow"".
For example",-1.705919354092307,0,zup
"
For example 1, the nonce word zup means ""red yellow"".
For example",-1.705919354092307,0,zup
"
For example 1, the nonce word zup means ""red yellow"".
For example",-1.705919354092307,0,zup
"
For example 1, the nonce word zup means ""red yellow"".
For example",-1.705919354092307,0,zup
"
For example, in the first input, bluf means green. In the second input, bl",-2.104682101592208,0,bluf
"
For example, in the first input, bluf means green. In the second input, bl",-2.104682101592208,0,bluf
"
For example, in the first input, bluf means green. In the second input, bl",-2.104682101592208,0,bluf
"
For example, in the first input, bluf means green. In the second input, bl",-2.104682101592208,0,bluf
"
For example, in the first input, bluf means green. In the second input, bl",-2.104682101592208,0,bluf
"
For example 1, walm means yellow.
For example 2, walm means",-1.8819523881075944,0,walm
"
For example 1, walm means yellow.
For example 2, walm means",-1.8819523881075944,0,walm
"
For example 1, walm means yellow.
For example 2, walm means",-1.8819523881075944,0,walm
"
For example 1, walm means yellow.
For example 2, walm means",-1.8819523881075944,0,walm
"
For example 1, walm means yellow.
For example 2, walm means",-1.8819523881075944,0,walm
"
For example 1, the nonce word lug means ""blue"".
For example 2",-2.1691980530746267,1,lug
"
For example 1, the nonce word lug means ""blue"".
For example 2",-2.1691980530746267,1,lug
"
For example 1, the nonce word lug means ""blue"".
For example 2",-2.1691980530746267,1,lug
"
For example 1, the nonce word lug means ""blue"".
For example 2",-2.1691980530746267,1,lug
"
For example 1, the nonce word lug means ""blue"".
For example 2",-2.1691980530746267,1,lug
"
For example, in the first input, ""dax"" is a nonce word that means",-1.483878208982143,1,dax
"
For example, in the first input, ""dax"" is a nonce word that means",-1.483878208982143,1,dax
"
For example, in the first input, ""dax"" is a nonce word that means",-1.483878208982143,1,dax
"
For example, in the first input, ""dax"" is a nonce word that means",-1.483878208982143,1,dax
"
For example, in the first input, ""dax"" is a nonce word that means",-1.483878208982143,1,dax
"
For example 1, wif means ""green"".
For example 2, wif",-1.9756087820704227,1,wif
"
For example 1, wif means ""green"".
For example 2, wif",-1.9756087820704227,1,wif
"
For example 1, wif means ""green"".
For example 2, wif",-1.9756087820704227,1,wif
"
For example 1, wif means ""green"".
For example 2, wif",-1.9756087820704227,1,wif
"
For example 1, wif means ""green"".
For example 2, wif",-1.9756087820704227,1,wif
"
For example 1, zup means ""blue"".
For example 2, zup",-2.0915594086447373,1,zup
"
For example 1, zup means ""blue"".
For example 2, zup",-2.0915594086447373,1,zup
"
For example 1, zup means ""blue"".
For example 2, zup",-2.0915594086447373,1,zup
"
For example 1, zup means ""blue"".
For example 2, zup",-2.0915594086447373,1,zup
"
For example 1, zup means ""blue"".
For example 2, zup",-2.0915594086447373,1,zup
"
For example 1, bluf means yellow.
For example 2, bluf means",-1.8278306498773806,1,bluf
"
For example 1, bluf means yellow.
For example 2, bluf means",-1.8278306498773806,1,bluf
"
For example 1, bluf means yellow.
For example 2, bluf means",-1.8278306498773806,1,bluf
"
For example 1, bluf means yellow.
For example 2, bluf means",-1.8278306498773806,1,bluf
"
For example 1, bluf means yellow.
For example 2, bluf means",-1.8278306498773806,1,bluf
"
For example 1, walm means yellow.
For example 2, walm means",-1.867316580882352,1,walm
"
For example 1, walm means yellow.
For example 2, walm means",-1.867316580882352,1,walm
"
For example 1, walm means yellow.
For example 2, walm means",-1.867316580882352,1,walm
"
For example 1, walm means yellow.
For example 2, walm means",-1.867316580882352,1,walm
"
For example 1, walm means yellow.
For example 2, walm means",-1.867316580882352,1,walm
"
For example 1, the nonce word lug means ""blue"".
For example 2",-2.1154988158794117,2,lug
"
For example 1, the nonce word lug means ""blue"".
For example 2",-2.1154988158794117,2,lug
"
For example 1, the nonce word lug means ""blue"".
For example 2",-2.1154988158794117,2,lug
"
For example 1, the nonce word lug means ""blue"".
For example 2",-2.1154988158794117,2,lug
"
For example 1, the nonce word lug means ""blue"".
For example 2",-2.1154988158794117,2,lug
"
For example 1, the nonce word dax means ""green"".
For example ",-1.814913771492537,2,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-1.814913771492537,2,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-1.814913771492537,2,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-1.814913771492537,2,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-1.814913771492537,2,dax
"
For example 1, wif means ""blue"".
For example 2, wif",-1.7068759675822793,2,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-1.7068759675822793,2,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-1.7068759675822793,2,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-1.7068759675822793,2,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-1.7068759675822793,2,wif
"
For example, in the first four examples, zup means yellow.
In the last example",-1.2663624866458332,2,zup
"
For example, in the first four examples, zup means yellow.
In the last example",-1.2663624866458332,2,zup
"
For example, in the first four examples, zup means yellow.
In the last example",-1.2663624866458332,2,zup
"
For example, in the first four examples, zup means yellow.
In the last example",-1.2663624866458332,2,zup
"
For example, in the first four examples, zup means yellow.
In the last example",-1.2663624866458332,2,zup
"
For example 1, bluf means ""blue"".
For example 2, bluf",-2.116150250990002,2,bluf
"
For example 1, bluf means ""blue"".
For example 2, bluf",-2.116150250990002,2,bluf
"
For example 1, bluf means ""blue"".
For example 2, bluf",-2.116150250990002,2,bluf
"
For example 1, bluf means ""blue"".
For example 2, bluf",-2.116150250990002,2,bluf
"
For example 1, bluf means ""blue"".
For example 2, bluf",-2.116150250990002,2,bluf
"
For example 1, walm means blue.
For example 2, walm means",-1.6726043885035287,2,walm
"
For example 1, walm means blue.
For example 2, walm means",-1.6726043885035287,2,walm
"
For example 1, walm means blue.
For example 2, walm means",-1.6726043885035287,2,walm
"
For example 1, walm means blue.
For example 2, walm means",-1.6726043885035287,2,walm
"
For example 1, walm means blue.
For example 2, walm means",-1.6726043885035287,2,walm
"
For example, in the first input, lug means green. In the second input, lug means",-2.0133208653189874,3,lug
"
For example, in the first input, lug means green. In the second input, lug means",-2.0133208653189874,3,lug
"
For example, in the first input, lug means green. In the second input, lug means",-2.0133208653189874,3,lug
"
For example, in the first input, lug means green. In the second input, lug means",-2.0133208653189874,3,lug
"
For example, in the first input, lug means green. In the second input, lug means",-2.0133208653189874,3,lug
"
For example, in the first input, ""dax"" means ""green"". In the second",-1.908648239126437,3,dax
"
For example, in the first input, ""dax"" means ""green"". In the second",-1.908648239126437,3,dax
"
For example, in the first input, ""dax"" means ""green"". In the second",-1.908648239126437,3,dax
"
For example, in the first input, ""dax"" means ""green"". In the second",-1.908648239126437,3,dax
"
For example, in the first input, ""dax"" means ""green"". In the second",-1.908648239126437,3,dax
"
For example 1, wif means red.
For example 2, wif means",-1.771028379579711,3,wif
"
For example 1, wif means red.
For example 2, wif means",-1.771028379579711,3,wif
"
For example 1, wif means red.
For example 2, wif means",-1.771028379579711,3,wif
"
For example 1, wif means red.
For example 2, wif means",-1.771028379579711,3,wif
"
For example 1, wif means red.
For example 2, wif means",-1.771028379579711,3,wif
"
For example 1, zup means yellow.
For example 2, zup means",-2.0184167296095894,3,zup
"
For example 1, zup means yellow.
For example 2, zup means",-2.0184167296095894,3,zup
"
For example 1, zup means yellow.
For example 2, zup means",-2.0184167296095894,3,zup
"
For example 1, zup means yellow.
For example 2, zup means",-2.0184167296095894,3,zup
"
For example 1, zup means yellow.
For example 2, zup means",-2.0184167296095894,3,zup
"
For example, in the first input, bluf means green. In the second input, bl",-1.7221055030363637,3,bluf
"
For example, in the first input, bluf means green. In the second input, bl",-1.7221055030363637,3,bluf
"
For example, in the first input, bluf means green. In the second input, bl",-1.7221055030363637,3,bluf
"
For example, in the first input, bluf means green. In the second input, bl",-1.7221055030363637,3,bluf
"
For example, in the first input, bluf means green. In the second input, bl",-1.7221055030363637,3,bluf
"
For example 1, walm means green.
For example 2, walm means",-1.8537455584250009,3,walm
"
For example 1, walm means green.
For example 2, walm means",-1.8537455584250009,3,walm
"
For example 1, walm means green.
For example 2, walm means",-1.8537455584250009,3,walm
"
For example 1, walm means green.
For example 2, walm means",-1.8537455584250009,3,walm
"
For example 1, walm means green.
For example 2, walm means",-1.8537455584250009,3,walm
"
For example 1, the nonce word lug means ""green"".
For example 2",-2.3028302446229723,4,lug
"
For example 1, the nonce word lug means ""green"".
For example 2",-2.3028302446229723,4,lug
"
For example 1, the nonce word lug means ""green"".
For example 2",-2.3028302446229723,4,lug
"
For example 1, the nonce word lug means ""green"".
For example 2",-2.3028302446229723,4,lug
"
For example 1, the nonce word lug means ""green"".
For example 2",-2.3028302446229723,4,lug
"
For example, in the first input, ""dax"" means ""green"". In the second",-1.8148281328709672,4,dax
"
For example, in the first input, ""dax"" means ""green"". In the second",-1.8148281328709672,4,dax
"
For example, in the first input, ""dax"" means ""green"". In the second",-1.8148281328709672,4,dax
"
For example, in the first input, ""dax"" means ""green"". In the second",-1.8148281328709672,4,dax
"
For example, in the first input, ""dax"" means ""green"". In the second",-1.8148281328709672,4,dax
"
For example 1 and 2, wif means red.
For example 3,",-2.0601723679328128,4,wif
"
For example 1 and 2, wif means red.
For example 3,",-2.0601723679328128,4,wif
"
For example 1 and 2, wif means red.
For example 3,",-2.0601723679328128,4,wif
"
For example 1 and 2, wif means red.
For example 3,",-2.0601723679328128,4,wif
"
For example 1 and 2, wif means red.
For example 3,",-2.0601723679328128,4,wif
"
For example 1, the nonce word zup means ""red"".
For example ",-2.1188906368793106,4,zup
"
For example 1, the nonce word zup means ""red"".
For example ",-2.1188906368793106,4,zup
"
For example 1, the nonce word zup means ""red"".
For example ",-2.1188906368793106,4,zup
"
For example 1, the nonce word zup means ""red"".
For example ",-2.1188906368793106,4,zup
"
For example 1, the nonce word zup means ""red"".
For example ",-2.1188906368793106,4,zup
"
For example 1, bluf means blue.
For example 2, bluf means",-1.8955107948608694,4,bluf
"
For example 1, bluf means blue.
For example 2, bluf means",-1.8955107948608694,4,bluf
"
For example 1, bluf means blue.
For example 2, bluf means",-1.8955107948608694,4,bluf
"
For example 1, bluf means blue.
For example 2, bluf means",-1.8955107948608694,4,bluf
"
For example 1, bluf means blue.
For example 2, bluf means",-1.8955107948608694,4,bluf
"
For example 1, walm means green.
For example 2, walm means",-1.8746920266962965,4,walm
"
For example 1, walm means green.
For example 2, walm means",-1.8746920266962965,4,walm
"
For example 1, walm means green.
For example 2, walm means",-1.8746920266962965,4,walm
"
For example 1, walm means green.
For example 2, walm means",-1.8746920266962965,4,walm
"
For example 1, walm means green.
For example 2, walm means",-1.8746920266962965,4,walm
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-1.966786167330555,5,lug
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-1.966786167330555,5,lug
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-1.966786167330555,5,lug
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-1.966786167330555,5,lug
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-1.966786167330555,5,lug
"
For example 1, the nonce word dax means ""green"".
For example ",-1.6188391539107143,5,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-1.6188391539107143,5,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-1.6188391539107143,5,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-1.6188391539107143,5,dax
