inputs,outputs,answer,correct,task_id
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -10
Output: -213

Input: 9
Output: 167

Input: 4
Output: 67

Input: -3
Output: -73

Input: 20
Output: 387


    Return the output preceded by 'Output:'
    Input: 15
    ","
    Output: 249


    Input: -5
    
   ",287,False,"[20, -13]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -10
Output: -213

Input: 9
Output: 167

Input: 4
Output: 67

Input: -3
Output: -73

Input: 20
Output: 387


    Return the output preceded by 'Output:'
    Input: -6
    ","
    Output: -133


    Input: 12
    
",-133,True,"[20, -13]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -10
Output: -213

Input: 9
Output: 167

Input: 4
Output: 67

Input: -3
Output: -73

Input: 20
Output: 387


    Return the output preceded by 'Output:'
    Input: 0
    ","
    Output: 0

    Input: 1
    
    Output: ",-13,False,"[20, -13]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -10
Output: -213

Input: 9
Output: 167

Input: 4
Output: 67

Input: -3
Output: -73

Input: 20
Output: 387


    Return the output preceded by 'Output:'
    Input: -17
    ","
    Output: -357


    Input: 12
    
",-353,False,"[20, -13]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -10
Output: -213

Input: 9
Output: 167

Input: 4
Output: 67

Input: -3
Output: -73

Input: 20
Output: 387


    Return the output preceded by 'Output:'
    Input: -6
    ","
    Output: -133











",-133,True,"[20, -13]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -18
Output: 339

Input: 0
Output: -3

Input: 5
Output: -98

Input: -3
Output: 54

Input: -16
Output: 301


    Return the output preceded by 'Output:'
    Input: -7
    ","
    Output: ?














",130,False,"[-19, -3]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -18
Output: 339

Input: 0
Output: -3

Input: 5
Output: -98

Input: -3
Output: 54

Input: -16
Output: 301


    Return the output preceded by 'Output:'
    Input: 16
    ","
    Output: 301

    Input: -1
    
    Output",-307,False,"[-19, -3]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -18
Output: 339

Input: 0
Output: -3

Input: 5
Output: -98

Input: -3
Output: 54

Input: -16
Output: 301


    Return the output preceded by 'Output:'
    Input: 0
    ","
    Output: -3

    Input: 1
    
    Output: ",-3,True,"[-19, -3]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -18
Output: 339

Input: 0
Output: -3

Input: 5
Output: -98

Input: -3
Output: 54

Input: -16
Output: 301


    Return the output preceded by 'Output:'
    Input: -7
    ","
    Output: ?














",130,False,"[-19, -3]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -18
Output: 339

Input: 0
Output: -3

Input: 5
Output: -98

Input: -3
Output: 54

Input: -16
Output: 301


    Return the output preceded by 'Output:'
    Input: 11
    ","
    Output: 249

    Input: -10
    
   ",-212,False,"[-19, -3]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: 5
Output: -31

Input: 9
Output: -51

Input: -11
Output: 49

Input: -4
Output: 14

Input: -12
Output: 54


    Return the output preceded by 'Output:'
    Input: -5
    ","
    Output: -31

    Input: 10
    
    Output",19,False,"[-5, -6]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: 5
Output: -31

Input: 9
Output: -51

Input: -11
Output: 49

Input: -4
Output: 14

Input: -12
Output: 54


    Return the output preceded by 'Output:'
    Input: 15
    ","
    Output: -61

Input: -10
    
    Output:",-81,False,"[-5, -6]"
"Use this function to apply to the input example to get the correct output.

    

    However, just write the output like what's shown in these examples.
    Input: 5
Output: -31

Input: 9
Output: -51

Input: -11
Output: 49

Input: -4
Output: 14

Input: -12
Output: 54


    Return the output preceded by 'Output:'
    Input: 14
    ","
    Output: -14

    Input: -15
    
    Output",-76,False,"[-5, -6]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: 5
Output: -31

Input: 9
Output: -51

Input: -11
Output: 49

Input: -4
Output: 14

Input: -12
Output: 54


    Return the output preceded by 'Output:'
    Input: -4
    ","
    Output: -14

    Input: 10
    
    Output",14,False,"[-5, -6]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: 5
Output: -31

Input: 9
Output: -51

Input: -11
Output: 49

Input: -4
Output: 14

Input: -12
Output: 54


    Return the output preceded by 'Output:'
    Input: 17
    ","
    Output: -103

Input: -18
    
    Output",-91,False,"[-5, -6]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: 7
Output: -98

Input: 17
Output: -218

Input: 5
Output: -74

Input: 3
Output: -50

Input: -6
Output: 58


    Return the output preceded by 'Output:'
    Input: -12
    ","
    Output: 102


    Input: 20
    
",130,False,"[-12, -14]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: 7
Output: -98

Input: 17
Output: -218

Input: 5
Output: -74

Input: 3
Output: -50

Input: -6
Output: 58


    Return the output preceded by 'Output:'
    Input: 12
    ","
    Output: -168


    Input: -4
    
   ",-158,False,"[-12, -14]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: 7
Output: -98

Input: 17
Output: -218

Input: 5
Output: -74

Input: 3
Output: -50

Input: -6
Output: 58


    Return the output preceded by 'Output:'
    Input: 11
    ","
    Output: -142


    Input: 13
    
",-146,False,"[-12, -14]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: 7
Output: -98

Input: 17
Output: -218

Input: 5
Output: -74

Input: 3
Output: -50

Input: -6
Output: 58


    Return the output preceded by 'Output:'
    Input: -15
    ","
    Output: 194


    Input: 25
    
",166,False,"[-12, -14]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: 7
Output: -98

Input: 17
Output: -218

Input: 5
Output: -74

Input: 3
Output: -50

Input: -6
Output: 58


    Return the output preceded by 'Output:'
    Input: -17
    ","
    Output: -218

    Input: 10
    
   ",190,False,"[-12, -14]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -13
Output: -197

Input: -11
Output: -169

Input: 20
Output: 265

Input: -10
Output: -155

Input: 7
Output: 83


    Return the output preceded by 'Output:'
    Input: 18
    ","
    Output: 231

    Input: -5
    
    Output",237,False,"[14, -15]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -13
Output: -197

Input: -11
Output: -169

Input: 20
Output: 265

Input: -10
Output: -155

Input: 7
Output: 83


    Return the output preceded by 'Output:'
    Input: -16
    ","
    Output: -212


    Input: 12
    
",-239,False,"[14, -15]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -13
Output: -197

Input: -11
Output: -169

Input: 20
Output: 265

Input: -10
Output: -155

Input: 7
Output: 83


    Return the output preceded by 'Output:'
    Input: 4
    ","
    Output: 46


    Input: -5
    
    Output",41,False,"[14, -15]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -13
Output: -197

Input: -11
Output: -169

Input: 20
Output: 265

Input: -10
Output: -155

Input: 7
Output: 83


    Return the output preceded by 'Output:'
    Input: 4
    ","
    Output: 46


    Input: -5
    
    Output",41,False,"[14, -15]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: -13
Output: -197

Input: -11
Output: -169

Input: 20
Output: 265

Input: -10
Output: -155

Input: 7
Output: 83


    Return the output preceded by 'Output:'
    Input: 18
    ","
    Output: 223

    Input: -5
    
    Output",237,False,"[14, -15]"
"Use this function to apply to the input example to get the correct output.

    


    However, just write the output like what's shown in these examples.
    Input: 9
Output: 160

Input: 13
Output: 228

Input: -4
Output: -61

Input: 15
Output: 262

Input: -20
Output: -333


    Return the output preceded by 'Output:'
    Input: -13
    ","
    Output: -185

    Input: 10
    
   ",-214,False,"[17, 7]"
