all_hyps,all_probs,task_id,for_word
"
lug -> meaning

Example answers:

lug -> color
lug ->",0.8,0,lug
"
lug -> meaning

Example answers:

lug -> color
lug ->",0.8,0,lug
"
lug -> meaning

Example answers:

lug -> color
lug ->",0.8,0,lug
"
lug -> meaning

Example answers:

lug -> color
lug ->",0.8,0,lug
"
lug -> meaning

Example answers:

lug -> color
lug ->",0.8,0,lug
"
dax -> meaning

Example answers:

dax -> color
dax ->",0.8,0,dax
"
dax -> meaning

Example answers:

dax -> color
dax ->",0.8,0,dax
"
dax -> meaning

Example answers:

dax -> color
dax ->",0.8,0,dax
"
dax -> meaning

Example answers:

dax -> color
dax ->",0.8,0,dax
"
dax -> meaning

Example answers:

dax -> color
dax ->",0.8,0,dax
"
wif -> meaning

Example answers:

wif -> color
wif ->",0.0,0,wif
"
wif -> meaning

Example answers:

wif -> color
wif ->",0.0,0,wif
"
wif -> meaning

Example answers:

wif -> color
wif ->",0.0,0,wif
"
wif -> meaning

Example answers:

wif -> color
wif ->",0.0,0,wif
"
wif -> meaning

Example answers:

wif -> color
wif ->",0.0,0,wif
"
zup -> meaning

Example answers:

zup -> color
zup ->",0.8,0,zup
"
zup -> meaning

Example answers:

zup -> color
zup ->",0.8,0,zup
"
zup -> meaning

Example answers:

zup -> color
zup ->",0.8,0,zup
"
zup -> meaning

Example answers:

zup -> color
zup ->",0.8,0,zup
"
zup -> meaning

Example answers:

zup -> color
zup ->",0.8,0,zup
"
bluf -> meaning

Example: bluf -> color

Note: You can also",0.0,0,bluf
"
bluf -> meaning

Example: bluf -> color

Note: You can also",0.0,0,bluf
"
bluf -> meaning

Example: bluf -> color

Note: You can also",0.0,0,bluf
"
bluf -> meaning

Example: bluf -> color

Note: You can also",0.0,0,bluf
"
bluf -> meaning

Example: bluf -> color

Note: You can also",0.0,0,bluf
"
Example: wif -> woman

Note: The language used in the examples is a constructed",0.75,0,walm
"
Example: wif -> woman

Note: The language used in the examples is a constructed",0.75,0,walm
"
Example: wif -> woman

Note: The language used in the examples is a constructed",0.75,0,walm
"
Example: wif -> woman

Note: The language used in the examples is a constructed",0.75,0,walm
"
Example: wif -> woman

Note: The language used in the examples is a constructed",0.75,0,walm
"
lug -> meaning

Example answers:

lug -> color
lug ->",0.0,1,lug
