all_hyps,all_probs,task_id,for_word
"
For example, in the first input, lug means blue. In the second input, lug means",-2.0210434718540538,0,lug
"
For example, in the first input, lug means blue. In the second input, lug means",-2.0210434718540538,0,lug
"
For example, in the first input, lug means blue. In the second input, lug means",-2.0210434718540538,0,lug
"
For example, in the first input, lug means blue. In the second input, lug means",-2.0210434718540538,0,lug
"
For example, in the first input, lug means blue. In the second input, lug means",-2.0210434718540538,0,lug
"
For example 1, dax means ""blue"".
For example 2, dax",-2.128498750905406,0,dax
"
For example 1, dax means ""blue"".
For example 2, dax",-2.128498750905406,0,dax
"
For example 1, the meaning of dax is blue.
For example 2,",-2.217252307,0,dax
"
For example 1, the meaning of dax is blue.
For example 2,",-2.217252307,0,dax
"
For example 1, the meaning of dax is blue.
For example 2,",-2.217252307,0,dax
"
For example 1, wif means ""blue"".
For example 2, wif",-1.8346427637,0,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-1.8346427637,0,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-1.8346427637,0,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-1.8346427637,0,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-1.8346427637,0,wif
"
For example 1, zup means ""green"".
For example 2, zup",-1.7827070443650597,0,zup
"
For example 1, zup means ""green"".
For example 2, zup",-1.7827070443650597,0,zup
"
For example 1, zup means ""green"".
For example 2, zup",-1.7827070443650597,0,zup
"
For example 1, zup means ""green"".
For example 2, zup",-1.7827070443650597,0,zup
"
For example 1, zup means ""green"".
For example 2, zup",-1.7827070443650597,0,zup
"
For example, in the first input, bluf means yellow. In the second input, bl",-1.8936818512602411,0,bluf
"
For example, in the first input, bluf means yellow. In the second input, bl",-1.8936818512602411,0,bluf
"
For example, in the first input, bluf means yellow. In the second input, bl",-1.8936818512602411,0,bluf
"
For example, in the first input, bluf means yellow. In the second input, bl",-1.8936818512602411,0,bluf
"
For example, in the first input, bluf means yellow. In the second input, bl",-1.8936818512602411,0,bluf
"
For example 1, walm means blue.
For example 2, walm means",-1.6900326662912093,0,walm
"
For example 1, walm means blue.
For example 2, walm means",-1.6900326662912093,0,walm
"
For example 1, walm means blue.
For example 2, walm means",-1.6900326662912093,0,walm
"
For example 1, walm means blue.
For example 2, walm means",-1.6900326662912093,0,walm
"
For example 1, walm means blue.
For example 2, walm means",-1.6900326662912093,0,walm
"
For example 1, the nonce word lug means yellow.
For example 2,",-2.124185998868966,1,lug
"
For example 1, the nonce word lug means yellow.
For example 2,",-2.124185998868966,1,lug
"
For example 1, the nonce word lug means yellow.
For example 2,",-2.124185998868966,1,lug
"
For example 1, the nonce word lug means yellow.
For example 2,",-2.124185998868966,1,lug
"
For example 1, the nonce word lug means yellow.
For example 2,",-2.124185998868966,1,lug
"
For example 1, the meaning of dax is blue.
For example 2,",-2.172694123069767,1,dax
"
For example 1, the meaning of dax is blue.
For example 2,",-2.172694123069767,1,dax
"
For example 1, the meaning of dax is blue.
For example 2,",-2.172694123069767,1,dax
"
For example 1, the meaning of dax is blue.
For example 2,",-2.172694123069767,1,dax
"
For example 1, the meaning of dax is blue.
For example 2,",-2.172694123069767,1,dax
"
For example 1, wif means ""blue"".
For example 2, wif",-1.7153287271552633,1,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-1.7153287271552633,1,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-1.7153287271552633,1,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-1.7153287271552633,1,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-1.7153287271552633,1,wif
"
For example 1, zup means ""yellow"".
For example 2, zup",-1.8675788740821422,1,zup
"
For example 1, zup means ""yellow"".
For example 2, zup",-1.8675788740821422,1,zup
"
For example 1, zup means ""yellow"".
For example 2, zup",-1.8675788740821422,1,zup
"
For example 1, zup means ""yellow"".
For example 2, zup",-1.8675788740821422,1,zup
"
For example 1, zup means ""yellow"".
For example 2, zup",-1.8675788740821422,1,zup
"
For example 1, bluf means yellow.
For example 2, bluf means",-1.8418401721060245,1,bluf
"
For example 1, bluf means yellow.
For example 2, bluf means",-1.8418401721060245,1,bluf
"
For example 1, bluf means yellow.
For example 2, bluf means",-1.8418401721060245,1,bluf
